prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
"After the rain stopped, the streets were quiet and still.",0.8,4,111,68,0.6126,0.6126,0.9091,0.9817,5.3958,10.09,0.0,0.0412,0.5375,0.0136
"After the rain stopped, the streets were quiet and still.",1.0,0,164,80,0.4878,0.4878,0.8712,0.9815,5.895,23.43,0.0,0.0373,0.4125,0.016
"After the rain stopped, the streets were quiet and still.",1.0,1,83,64,0.7711,0.7711,1.0,1.0,5.7513,6.38,0.0,0.0678,0.1625,0.0128
"After the rain stopped, the streets were quiet and still.",1.0,2,171,89,0.5205,0.5205,0.9353,0.9941,5.9561,21.38,0.0,0.029,0.2875,0.0178
"After the rain stopped, the streets were quiet and still.",1.0,3,153,87,0.5686,0.5686,0.9079,0.9934,5.8063,19.12,0.0,0.0265,0.5375,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,4,162,84,0.5185,0.5185,0.9441,1.0,5.9429,11.57,0.0,0.0587,0.35,0.0168
He opened the book to a random page and began to read.,0.8,0,101,67,0.6634,0.6634,0.97,1.0,5.7643,4.39,0.0,0.099,0.325,0.0134
He opened the book to a random page and began to read.,0.8,1,35,34,0.9714,0.9714,1.0,1.0,5.0721,11.67,0.0,0.0511,0.1625,0.0068
He opened the book to a random page and began to read.,0.8,2,169,75,0.4438,0.4438,0.8512,0.9641,5.5816,15.36,0.0,0.0535,0.45,0.015
He opened the book to a random page and began to read.,0.8,3,92,60,0.6522,0.6522,0.978,1.0,5.5423,15.33,0.0,0.0644,0.225,0.012
He opened the book to a random page and began to read.,0.8,4,34,32,0.9412,0.9412,1.0,1.0,4.9698,17.0,0.0,0.0228,0.2625,0.0064
He opened the book to a random page and began to read.,1.0,0,111,74,0.6667,0.6667,0.9545,1.0,5.7554,8.54,0.0,0.0434,0.225,0.0148
He opened the book to a random page and began to read.,1.0,1,173,80,0.4624,0.4624,0.907,0.9883,5.8631,11.53,0.0,0.0488,0.4125,0.016
He opened the book to a random page and began to read.,1.0,2,121,75,0.6198,0.6198,0.95,1.0,5.7995,17.29,0.0,0.0562,0.35,0.015
He opened the book to a random page and began to read.,1.0,3,168,83,0.494,0.494,0.9042,1.0,5.8226,9.88,0.0,0.0554,0.3875,0.0166
He opened the book to a random page and began to read.,1.0,4,74,65,0.8784,0.8784,1.0,1.0,5.9392,4.93,0.0,0.0975,0.1625,0.013
The envoy arrived at dawn with gifts from the northern court,0.8,0,75,59,0.7867,0.7867,1.0,1.0,5.6718,7.5,0.0,0.0609,0.2625,0.0118
The envoy arrived at dawn with gifts from the northern court,0.8,1,81,59,0.7284,0.7284,0.9875,1.0,5.5289,10.12,0.0,0.0542,0.225,0.0118
The envoy arrived at dawn with gifts from the northern court,0.8,2,115,67,0.5826,0.5826,0.9123,0.9912,5.3572,8.85,0.0,0.0508,0.4125,0.0134
The envoy arrived at dawn with gifts from the northern court,0.8,3,63,47,0.746,0.746,0.9839,1.0,5.2553,7.0,0.0,0.0576,0.225,0.0094
The envoy arrived at dawn with gifts from the northern court,0.8,4,72,58,0.8056,0.8056,1.0,1.0,5.7218,3.13,0.0,0.0948,0.2625,0.0116
The envoy arrived at dawn with gifts from the northern court,1.0,0,67,50,0.7463,0.7463,0.9697,1.0,5.4033,6.7,0.0,0.0584,0.2875,0.01
The envoy arrived at dawn with gifts from the northern court,1.0,1,87,69,0.7931,0.7931,1.0,1.0,5.9145,6.69,0.0,0.0561,0.1625,0.0138
The envoy arrived at dawn with gifts from the northern court,1.0,2,90,63,0.7,0.7,0.9663,1.0,5.6429,7.5,0.0,0.0614,0.35,0.0126
The envoy arrived at dawn with gifts from the northern court,1.0,3,87,66,0.7586,0.7586,0.9767,1.0,5.7585,7.25,0.0,0.0833,0.225,0.0132
The envoy arrived at dawn with gifts from the northern court,1.0,4,89,71,0.7978,0.7978,1.0,1.0,6.0064,5.93,0.0,0.0783,0.1625,0.0142
The minister bowed and said the neighboring state was weak.,0.8,0,115,74,0.6435,0.6435,0.9211,1.0,5.5857,8.21,0.0,0.0397,0.3875,0.0148
The minister bowed and said the neighboring state was weak.,0.8,1,171,77,0.4503,0.4503,0.7941,0.9527,5.6005,19.0,0.0,0.0233,0.4125,0.0154
The minister bowed and said the neighboring state was weak.,0.8,2,138,69,0.5,0.5,0.8321,0.9926,5.1797,17.25,0.0,0.0272,0.6,0.0138
The minister bowed and said the neighboring state was weak.,0.8,3,65,51,0.7846,0.7846,0.9844,1.0,5.5068,2.17,0.0,0.1307,0.225,0.0102
The minister bowed and said the neighboring state was weak.,0.8,4,140,66,0.4714,0.4714,0.8201,0.9565,5.1729,15.56,0.0,0.0315,0.6,0.0132
The minister bowed and said the neighboring state was weak.,1.0,0,115,75,0.6522,0.6522,0.9825,1.0,5.7701,9.58,0.0,0.0484,0.225,0.015
The minister bowed and said the neighboring state was weak.,1.0,1,139,87,0.6259,0.6259,0.942,0.9927,5.979,9.27,0.0,0.038,0.2875,0.0174
The minister bowed and said the neighboring state was weak.,1.0,2,113,72,0.6372,0.6372,0.9464,1.0,5.726,11.3,0.0,0.0385,0.2875,0.0144
The minister bowed and said the neighboring state was weak.,1.0,3,161,88,0.5466,0.5466,0.8938,0.9874,5.8289,14.64,0.0,0.0263,0.2875,0.0176
The minister bowed and said the neighboring state was weak.,1.0,4,142,80,0.5634,0.5634,0.9433,1.0,5.8176,8.35,0.0,0.0393,0.2875,0.016
"In the third year of famine, the granaries stood nearly empt",0.8,0,92,60,0.6522,0.6522,0.956,1.0,5.4272,9.2,0.0,0.0548,0.35,0.012
"In the third year of famine, the granaries stood nearly empt",0.8,1,85,59,0.6941,0.6941,0.9881,1.0,5.3202,12.14,0.0,0.0385,0.225,0.0118
"In the third year of famine, the granaries stood nearly empt",0.8,2,72,53,0.7361,0.7361,0.9577,1.0,5.3305,7.2,0.0,0.0386,0.45,0.0106
"In the third year of famine, the granaries stood nearly empt",0.8,3,101,59,0.5842,0.5842,0.91,0.9899,5.1267,10.1,0.0,0.0368,0.6,0.0118
"In the third year of famine, the granaries stood nearly empt",0.8,4,73,50,0.6849,0.6849,0.9722,1.0,5.0985,5.62,0.0,0.0525,0.225,0.01
"In the third year of famine, the granaries stood nearly empt",1.0,0,85,63,0.7412,0.7412,1.0,1.0,5.6189,7.73,0.0,0.0581,0.1625,0.0126
"In the third year of famine, the granaries stood nearly empt",1.0,1,74,55,0.7432,0.7432,1.0,1.0,5.4495,8.22,0.0,0.0613,0.1625,0.011
"In the third year of famine, the granaries stood nearly empt",1.0,2,86,65,0.7558,0.7558,1.0,1.0,5.8188,7.17,0.0,0.0694,0.2625,0.013
"In the third year of famine, the granaries stood nearly empt",1.0,3,42,36,0.8571,0.8571,0.9756,1.0,5.0527,8.4,0.0,0.0539,0.225,0.0072
"In the third year of famine, the granaries stood nearly empt",1.0,4,75,59,0.7867,0.7867,1.0,1.0,5.6819,6.25,0.0,0.0691,0.1625,0.0118
The emperor summoned his advisors to discuss the border thre,0.8,0,179,72,0.4022,0.4022,0.8034,0.9605,5.6311,19.89,0.0,0.0275,0.5125,0.0144
The emperor summoned his advisors to discuss the border thre,0.8,1,128,71,0.5547,0.5547,0.8898,0.9841,5.5439,8.53,0.0,0.0298,0.4125,0.0142
The emperor summoned his advisors to discuss the border thre,0.8,2,82,59,0.7195,0.7195,0.9753,1.0,5.5968,5.86,0.0,0.0633,0.225,0.0118
The emperor summoned his advisors to discuss the border thre,0.8,3,75,62,0.8267,0.8267,1.0,1.0,5.7973,9.38,0.0,0.0697,0.1625,0.0124
The emperor summoned his advisors to discuss the border thre,0.8,4,82,63,0.7683,0.7683,0.9877,1.0,5.6321,7.45,0.0,0.0544,0.225,0.0126
The emperor summoned his advisors to discuss the border thre,1.0,0,78,56,0.7179,0.7179,0.9481,1.0,5.4286,8.67,0.0,0.038,0.4125,0.0112
The emperor summoned his advisors to discuss the border thre,1.0,1,82,65,0.7927,0.7927,0.9753,1.0,5.8121,6.83,0.0,0.0507,0.225,0.013
The emperor summoned his advisors to discuss the border thre,1.0,2,85,67,0.7882,0.7882,0.9881,1.0,5.9033,3.7,0.0,0.0872,0.225,0.0134
The emperor summoned his advisors to discuss the border thre,1.0,3,107,73,0.6822,0.6822,0.9151,0.981,5.674,10.7,0.0,0.0419,0.35,0.0146
The emperor summoned his advisors to discuss the border thre,1.0,4,98,69,0.7041,0.7041,0.9691,1.0,5.7745,9.8,0.0,0.0448,0.2875,0.0138
The ruler asked whether it was better to submit or resist.,0.8,0,111,48,0.4324,0.4324,0.8,0.9908,4.8145,3.47,0.0,0.0807,0.675,0.0096
The ruler asked whether it was better to submit or resist.,0.8,1,61,50,0.8197,0.8197,1.0,1.0,5.4798,10.17,0.0,0.0893,0.1625,0.01
The ruler asked whether it was better to submit or resist.,0.8,2,167,84,0.503,0.503,0.8614,0.9818,5.7082,12.85,0.0,0.0239,0.475,0.0168
The ruler asked whether it was better to submit or resist.,0.8,3,147,75,0.5102,0.5102,0.8767,0.9931,5.6022,13.36,0.0,0.0444,0.4125,0.015
The ruler asked whether it was better to submit or resist.,0.8,4,136,70,0.5147,0.5147,0.8741,0.9925,5.2427,12.36,0.0,0.0252,0.6,0.014
The ruler asked whether it was better to submit or resist.,1.0,0,176,89,0.5057,0.5057,0.9143,0.9828,5.9748,14.67,0.0,0.0334,0.5125,0.0178
The ruler asked whether it was better to submit or resist.,1.0,1,91,68,0.7473,0.7473,0.9667,1.0,5.7965,13.0,0.0,0.05,0.225,0.0136
The ruler asked whether it was better to submit or resist.,1.0,2,154,80,0.5195,0.5195,0.8758,0.9737,5.7697,22.0,0.0,0.0313,0.35,0.016
The ruler asked whether it was better to submit or resist.,1.0,3,175,87,0.4971,0.4971,0.8793,0.9827,5.9537,13.46,0.0,0.0282,0.35,0.0174
The ruler asked whether it was better to submit or resist.,1.0,4,169,83,0.4911,0.4911,0.8571,0.988,5.8274,21.12,0.0,0.0385,0.4125,0.0166
The general surveyed the battlefield and considered his opti,0.8,0,81,58,0.716,0.716,1.0,1.0,5.486,4.76,0.0,0.0627,0.1625,0.0116
The general surveyed the battlefield and considered his opti,0.8,1,38,29,0.7632,0.7632,1.0,1.0,4.6094,7.6,0.0,0.0297,0.1625,0.0058
The general surveyed the battlefield and considered his opti,0.8,2,79,53,0.6709,0.6709,0.9872,1.0,5.3427,4.94,0.0,0.097,0.325,0.0106
The general surveyed the battlefield and considered his opti,0.8,3,77,59,0.7662,0.7662,1.0,1.0,5.5428,6.42,0.0,0.082,0.1625,0.0118
The general surveyed the battlefield and considered his opti,0.8,4,39,35,0.8974,0.8974,1.0,1.0,5.0416,6.5,0.0,0.0243,0.1625,0.007
The general surveyed the battlefield and considered his opti,1.0,0,76,58,0.7632,0.7632,1.0,1.0,5.5911,9.5,0.0,0.0539,0.1625,0.0116
The general surveyed the battlefield and considered his opti,1.0,1,77,59,0.7662,0.7662,0.9868,1.0,5.6169,7.0,0.0,0.0642,0.225,0.0118
The general surveyed the battlefield and considered his opti,1.0,2,67,51,0.7612,0.7612,0.9848,1.0,5.3202,7.44,0.0,0.0511,0.225,0.0102
The general surveyed the battlefield and considered his opti,1.0,3,83,68,0.8193,0.8193,1.0,1.0,5.9123,5.19,0.0,0.07,0.1625,0.0136
The general surveyed the battlefield and considered his opti,1.0,4,148,73,0.4932,0.4932,0.8844,0.9932,5.4944,13.45,0.0,0.0371,0.45,0.0146
"When the alliance collapsed, each kingdom looked to its own ",0.8,0,182,83,0.456,0.456,0.8785,0.9889,5.8924,20.22,0.0,0.029,0.35,0.0166
"When the alliance collapsed, each kingdom looked to its own ",0.8,1,135,82,0.6074,0.6074,0.9552,1.0,5.8127,15.0,0.0,0.0385,0.225,0.0164
"When the alliance collapsed, each kingdom looked to its own ",0.8,2,121,70,0.5785,0.5785,0.9083,0.9916,5.4517,8.07,0.0,0.0302,0.4125,0.014
"When the alliance collapsed, each kingdom looked to its own ",0.8,3,103,59,0.5728,0.5728,0.9412,1.0,5.0204,11.44,0.0,0.0451,0.45,0.0118
"When the alliance collapsed, each kingdom looked to its own ",0.8,4,171,83,0.4854,0.4854,0.8471,0.9586,5.7107,14.25,0.0,0.0315,0.6,0.0166
"When the alliance collapsed, each kingdom looked to its own ",1.0,0,141,87,0.617,0.617,0.9429,0.9856,6.1005,17.62,0.0,0.0251,0.2875,0.0174
"When the alliance collapsed, each kingdom looked to its own ",1.0,1,110,68,0.6182,0.6182,0.9174,0.9907,5.4517,6.88,0.0,0.0435,0.2875,0.0136
"When the alliance collapsed, each kingdom looked to its own ",1.0,2,163,81,0.4969,0.4969,0.8704,0.9876,5.7935,13.58,0.0,0.0391,0.2875,0.0162
"When the alliance collapsed, each kingdom looked to its own ",1.0,3,102,74,0.7255,0.7255,1.0,1.0,5.9362,7.85,0.0,0.037,0.1625,0.0148
"When the alliance collapsed, each kingdom looked to its own ",1.0,4,131,81,0.6183,0.6183,0.9462,1.0,5.6867,7.71,0.0,0.0372,0.475,0.0162
The nature of power is that it changes those who hold it.,0.8,0,176,91,0.517,0.517,0.8571,0.9598,6.0718,19.56,0.0,0.0193,0.35,0.0182
The nature of power is that it changes those who hold it.,0.8,1,184,74,0.4022,0.4022,0.7377,0.9286,5.429,30.67,0.0,0.0216,0.5375,0.0148
The nature of power is that it changes those who hold it.,0.8,2,169,74,0.4379,0.4379,0.7857,0.9162,5.6348,11.27,0.0,0.051,0.5125,0.0148
The nature of power is that it changes those who hold it.,0.8,3,29,27,0.931,0.931,1.0,1.0,4.694,14.5,0.0,0.0182,0.1625,0.0054
The nature of power is that it changes those who hold it.,0.8,4,171,68,0.3977,0.3977,0.7706,0.9349,5.2021,15.55,0.0,0.0259,0.6,0.0136
The nature of power is that it changes those who hold it.,1.0,0,98,67,0.6837,0.6837,0.9897,1.0,5.7143,4.26,0.0,0.0848,0.225,0.0134
The nature of power is that it changes those who hold it.,1.0,1,166,86,0.5181,0.5181,0.897,0.9878,5.9488,15.09,0.0,0.0241,0.35,0.0172
The nature of power is that it changes those who hold it.,1.0,2,162,83,0.5123,0.5123,0.9255,0.9938,5.9101,18.0,0.0,0.029,0.3875,0.0166
The nature of power is that it changes those who hold it.,1.0,3,166,89,0.5361,0.5361,0.9273,0.9878,5.9683,12.77,0.0,0.0311,0.3875,0.0178
The nature of power is that it changes those who hold it.,1.0,4,179,84,0.4693,0.4693,0.9157,0.9944,5.7868,22.38,0.0,0.0361,0.45,0.0168
What is remembered depends on who survives to tell the story,0.8,0,74,55,0.7432,0.7432,0.9863,1.0,5.36,3.22,0.0,0.0959,0.225,0.011
What is remembered depends on who survives to tell the story,0.8,1,99,61,0.6162,0.6162,0.949,1.0,5.3118,7.62,0.0,0.0488,0.2875,0.0122
What is remembered depends on who survives to tell the story,0.8,2,93,59,0.6344,0.6344,0.9348,1.0,5.2684,7.15,0.0,0.05,0.2875,0.0118
What is remembered depends on who survives to tell the story,0.8,3,165,69,0.4182,0.4182,0.7744,0.9387,5.3107,11.79,0.0,0.0321,0.7,0.0138
What is remembered depends on who survives to tell the story,0.8,4,131,77,0.5878,0.5878,0.9077,0.9922,5.7661,8.19,0.0,0.0355,0.35,0.0154
What is remembered depends on who survives to tell the story,1.0,0,172,78,0.4535,0.4535,0.9006,0.9941,5.7381,24.57,0.0,0.0396,0.5125,0.0156
What is remembered depends on who survives to tell the story,1.0,1,100,70,0.7,0.7,0.9697,1.0,5.6996,10.0,0.0,0.0341,0.225,0.014
What is remembered depends on who survives to tell the story,1.0,2,109,76,0.6972,0.6972,0.9722,1.0,5.7984,9.08,0.0,0.041,0.35,0.0152
What is remembered depends on who survives to tell the story,1.0,3,175,97,0.5543,0.5543,0.9195,0.9884,6.2243,12.5,0.0,0.0365,0.2875,0.0194
What is remembered depends on who survives to tell the story,1.0,4,164,85,0.5183,0.5183,0.9141,0.9877,6.0105,14.91,0.0,0.0472,0.35,0.017
The merchant counted his coins and frowned at the total.,0.8,0,82,50,0.6098,0.6098,0.9753,1.0,5.2382,2.93,0.0,0.125,0.325,0.01
The merchant counted his coins and frowned at the total.,0.8,1,112,71,0.6339,0.6339,0.9459,1.0,5.3913,8.0,0.0,0.0317,0.475,0.0142
The merchant counted his coins and frowned at the total.,0.8,2,104,72,0.6923,0.6923,0.9806,1.0,5.7751,7.43,0.0,0.0509,0.225,0.0144
The merchant counted his coins and frowned at the total.,0.8,3,108,63,0.5833,0.5833,0.9159,1.0,5.3253,9.0,0.0,0.046,0.2875,0.0126
The merchant counted his coins and frowned at the total.,0.8,4,120,63,0.525,0.525,0.8067,0.9746,5.1528,10.91,0.0,0.0389,0.4125,0.0126
The merchant counted his coins and frowned at the total.,1.0,0,93,58,0.6237,0.6237,0.9674,1.0,5.3037,4.89,0.0,0.0593,0.225,0.0116
The merchant counted his coins and frowned at the total.,1.0,1,123,75,0.6098,0.6098,0.9426,1.0,5.6671,12.3,0.0,0.0475,0.5125,0.015
The merchant counted his coins and frowned at the total.,1.0,2,88,63,0.7159,0.7159,0.977,1.0,5.6147,9.78,0.0,0.0484,0.225,0.0126
The merchant counted his coins and frowned at the total.,1.0,3,85,59,0.6941,0.6941,0.9881,1.0,5.6032,10.62,0.0,0.0653,0.225,0.0118
The merchant counted his coins and frowned at the total.,1.0,4,106,76,0.717,0.717,0.981,1.0,5.9209,8.15,0.0,0.0504,0.225,0.0152
She walked to the edge of the river and looked across.,0.8,0,149,67,0.4497,0.4497,0.777,0.966,5.0849,13.55,0.0,0.0237,0.6,0.0134
She walked to the edge of the river and looked across.,0.8,1,83,63,0.759,0.759,0.9878,1.0,5.6333,6.38,0.0,0.0559,0.225,0.0126
She walked to the edge of the river and looked across.,0.8,2,99,65,0.6566,0.6566,0.949,1.0,5.5271,4.95,0.0,0.0661,0.2875,0.013
She walked to the edge of the river and looked across.,0.8,3,80,53,0.6625,0.6625,0.9367,1.0,5.1661,6.67,0.0,0.0564,0.35,0.0106
She walked to the edge of the river and looked across.,0.8,4,90,62,0.6889,0.6889,0.9551,1.0,5.369,6.0,0.0,0.0532,0.2875,0.0124
She walked to the edge of the river and looked across.,1.0,0,81,62,0.7654,0.7654,1.0,1.0,5.6606,8.1,0.0,0.0493,0.1625,0.0124
She walked to the edge of the river and looked across.,1.0,1,93,60,0.6452,0.6452,0.9565,1.0,5.2596,9.3,0.0,0.0537,0.2875,0.012
She walked to the edge of the river and looked across.,1.0,2,100,61,0.61,0.61,0.9596,1.0,5.375,5.0,0.0,0.0559,0.2875,0.0122
She walked to the edge of the river and looked across.,1.0,3,80,65,0.8125,0.8125,1.0,1.0,5.8168,6.15,0.0,0.0643,0.1625,0.013
She walked to the edge of the river and looked across.,1.0,4,106,62,0.5849,0.5849,0.9238,0.9904,5.1852,7.07,0.0,0.0433,0.35,0.0124
The structure of the bridge relied on three main supports.,0.8,0,72,53,0.7361,0.7361,1.0,1.0,5.4475,2.77,0.0,0.1014,0.2625,0.0106
The structure of the bridge relied on three main supports.,0.8,1,143,78,0.5455,0.5455,0.8592,0.9787,5.5798,11.0,0.0,0.0352,0.4125,0.0156
The structure of the bridge relied on three main supports.,0.8,2,86,44,0.5116,0.5116,0.9412,1.0,4.8359,3.44,0.0,0.1661,0.3875,0.0088
The structure of the bridge relied on three main supports.,0.8,3,56,45,0.8036,0.8036,0.9818,1.0,5.2644,18.67,0.0,0.0529,0.225,0.009
The structure of the bridge relied on three main supports.,0.8,4,84,54,0.6429,0.6429,0.9759,1.0,5.4414,3.82,0.0,0.1158,0.425,0.0108
The structure of the bridge relied on three main supports.,1.0,0,78,45,0.5769,0.5769,0.961,1.0,5.1805,4.33,0.0,0.1136,0.325,0.009
The structure of the bridge relied on three main supports.,1.0,1,87,53,0.6092,0.6092,0.9535,1.0,5.1448,10.88,0.0,0.0513,0.35,0.0106
The structure of the bridge relied on three main supports.,1.0,2,93,46,0.4946,0.4946,0.9674,1.0,4.9939,6.64,0.0,0.0892,0.325,0.0092
The structure of the bridge relied on three main supports.,1.0,3,115,71,0.6174,0.6174,0.9298,1.0,5.6581,8.21,0.0,0.0424,0.2875,0.0142
The structure of the bridge relied on three main supports.,1.0,4,77,60,0.7792,0.7792,0.9868,1.0,5.6479,8.56,0.0,0.0547,0.225,0.012
