prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
"In the third year of famine, the granaries stood nearly empt",1.0,2,110,67,0.6091,0.6091,0.9266,1.0,5.4089,15.71,0.0,0.0451,0.35,0.0134
"In the third year of famine, the granaries stood nearly empt",1.0,3,124,80,0.6452,0.6452,0.9512,1.0,5.7682,12.4,0.0,0.0241,0.35,0.016
"In the third year of famine, the granaries stood nearly empt",1.0,4,106,68,0.6415,0.6415,0.9429,1.0,5.5903,9.64,0.0,0.0545,0.35,0.0136
The emperor summoned his advisors to discuss the border thre,0.8,0,125,79,0.632,0.632,0.9274,1.0,5.8193,10.42,0.0,0.0366,0.35,0.0158
The emperor summoned his advisors to discuss the border thre,0.8,1,135,74,0.5481,0.5481,0.8881,0.9925,5.5422,16.88,0.0,0.0422,0.35,0.0148
The emperor summoned his advisors to discuss the border thre,0.8,2,116,60,0.5172,0.5172,0.8435,0.9912,4.9459,9.67,0.0,0.0351,0.475,0.012
The emperor summoned his advisors to discuss the border thre,0.8,3,106,68,0.6415,0.6415,0.981,1.0,5.4203,8.83,0.0,0.0573,0.225,0.0136
The emperor summoned his advisors to discuss the border thre,0.8,4,159,84,0.5283,0.5283,0.8291,0.9554,5.4014,13.25,0.0,0.0289,0.7,0.0168
The emperor summoned his advisors to discuss the border thre,1.0,0,88,64,0.7273,0.7273,0.954,1.0,5.6125,8.0,0.0,0.0419,0.225,0.0128
The emperor summoned his advisors to discuss the border thre,1.0,1,146,93,0.637,0.637,0.9448,0.9931,6.0382,16.22,0.0,0.0339,0.4125,0.0186
The emperor summoned his advisors to discuss the border thre,1.0,2,131,76,0.5802,0.5802,0.9385,1.0,5.6252,10.08,0.0,0.0366,0.4125,0.0152
The emperor summoned his advisors to discuss the border thre,1.0,3,127,83,0.6535,0.6535,0.9444,1.0,5.8217,8.47,0.0,0.043,0.35,0.0166
The emperor summoned his advisors to discuss the border thre,1.0,4,149,78,0.5235,0.5235,0.8784,0.9932,5.5354,9.93,0.0,0.0311,0.4125,0.0156
The ruler asked whether it was better to submit or resist.,0.8,0,119,73,0.6134,0.6134,0.8983,0.9744,5.6474,9.15,0.0,0.0375,0.4125,0.0146
The ruler asked whether it was better to submit or resist.,0.8,1,100,52,0.52,0.52,0.9495,1.0,5.0846,3.45,0.0,0.1202,0.425,0.0104
The ruler asked whether it was better to submit or resist.,0.8,2,163,87,0.5337,0.5337,0.9012,0.9627,6.0014,13.58,0.0,0.032,0.2875,0.0174
The ruler asked whether it was better to submit or resist.,0.8,3,152,76,0.5,0.5,0.8212,0.98,5.3404,15.2,0.0,0.0367,0.5375,0.0152
The ruler asked whether it was better to submit or resist.,0.8,4,98,67,0.6837,0.6837,0.9588,1.0,5.5736,10.89,0.0,0.0357,0.2875,0.0134
The ruler asked whether it was better to submit or resist.,1.0,0,132,86,0.6515,0.6515,0.9466,1.0,5.9732,13.2,0.0,0.0377,0.2875,0.0172
The ruler asked whether it was better to submit or resist.,1.0,1,136,85,0.625,0.625,0.9407,0.9851,5.8713,15.11,0.0,0.035,0.4125,0.017
The ruler asked whether it was better to submit or resist.,1.0,2,169,93,0.5503,0.5503,0.9286,0.988,6.122,16.9,0.0,0.032,0.2875,0.0186
The ruler asked whether it was better to submit or resist.,1.0,3,81,58,0.716,0.716,1.0,1.0,5.6007,11.57,0.0,0.0602,0.1625,0.0116
The ruler asked whether it was better to submit or resist.,1.0,4,142,80,0.5634,0.5634,0.9149,1.0,5.5722,11.83,0.0,0.0341,0.475,0.016
The general surveyed the battlefield and considered his opti,0.8,0,110,65,0.5909,0.5909,0.945,1.0,5.3075,10.0,0.0,0.0349,0.2875,0.013
The general surveyed the battlefield and considered his opti,0.8,1,98,69,0.7041,0.7041,1.0,1.0,5.7121,8.91,0.0,0.0582,0.1625,0.0138
The general surveyed the battlefield and considered his opti,0.8,2,156,77,0.4936,0.4936,0.8452,0.9675,5.7153,17.33,0.0,0.0277,0.4125,0.0154
The general surveyed the battlefield and considered his opti,0.8,3,116,65,0.5603,0.5603,0.887,0.9912,5.1914,11.6,0.0,0.0322,0.5375,0.013
The general surveyed the battlefield and considered his opti,0.8,4,109,66,0.6055,0.6055,0.9352,1.0,5.293,15.57,0.0,0.0574,0.35,0.0132
The general surveyed the battlefield and considered his opti,1.0,0,103,75,0.7282,0.7282,0.9902,1.0,5.9196,8.58,0.0,0.0661,0.225,0.015
The general surveyed the battlefield and considered his opti,1.0,1,162,96,0.5926,0.5926,0.913,1.0,6.0568,16.2,0.0,0.023,0.2875,0.0192
The general surveyed the battlefield and considered his opti,1.0,2,138,84,0.6087,0.6087,0.9124,0.9926,5.7599,19.71,0.0,0.0267,0.475,0.0168
The general surveyed the battlefield and considered his opti,1.0,3,174,93,0.5345,0.5345,0.9133,0.9884,6.0547,17.4,0.0,0.0215,0.2875,0.0186
The general surveyed the battlefield and considered his opti,1.0,4,152,80,0.5263,0.5263,0.8675,0.9933,5.4553,21.71,0.0,0.0295,0.7,0.016
"When the alliance collapsed, each kingdom looked to its own ",0.8,0,128,69,0.5391,0.5391,0.9134,0.9921,5.4733,9.85,0.0,0.0373,0.2875,0.0138
"When the alliance collapsed, each kingdom looked to its own ",0.8,1,147,73,0.4966,0.4966,0.8699,0.9724,5.2957,12.25,0.0,0.0416,0.5375,0.0146
"When the alliance collapsed, each kingdom looked to its own ",0.8,2,168,74,0.4405,0.4405,0.7784,0.9639,5.2468,16.8,0.0,0.0276,0.6,0.0148
"When the alliance collapsed, each kingdom looked to its own ",0.8,3,147,71,0.483,0.483,0.8356,0.9793,5.1195,24.5,0.0,0.027,0.4125,0.0142
"When the alliance collapsed, each kingdom looked to its own ",0.8,4,165,65,0.3939,0.3939,0.75,0.9571,5.0517,20.62,0.0,0.0288,0.7,0.013
"When the alliance collapsed, each kingdom looked to its own ",1.0,0,161,98,0.6087,0.6087,0.9375,0.9874,6.2069,13.42,0.0,0.0343,0.35,0.0196
"When the alliance collapsed, each kingdom looked to its own ",1.0,1,149,91,0.6107,0.6107,0.9257,1.0,5.8598,24.83,0.0,0.0183,0.475,0.0182
"When the alliance collapsed, each kingdom looked to its own ",1.0,2,166,90,0.5422,0.5422,0.897,0.9878,5.8527,10.38,0.0,0.0262,0.2875,0.018
"When the alliance collapsed, each kingdom looked to its own ",1.0,3,156,91,0.5833,0.5833,0.9355,1.0,5.8504,10.4,0.0,0.0236,0.35,0.0182
"When the alliance collapsed, each kingdom looked to its own ",1.0,4,122,74,0.6066,0.6066,0.9339,1.0,5.6237,13.56,0.0,0.0339,0.2875,0.0148
The nature of power is that it changes those who hold it.,0.8,0,171,80,0.4678,0.4678,0.8706,0.9763,5.7291,14.25,0.0,0.0254,0.4125,0.016
The nature of power is that it changes those who hold it.,0.8,1,178,68,0.382,0.382,0.7571,0.9432,5.4163,19.78,0.0,0.0244,0.475,0.0136
The nature of power is that it changes those who hold it.,0.8,2,175,75,0.4286,0.4286,0.8046,0.948,5.7636,17.5,0.0,0.036,0.35,0.015
The nature of power is that it changes those who hold it.,0.8,3,163,75,0.4601,0.4601,0.8395,0.9814,5.4362,12.54,0.0,0.0233,0.475,0.015
The nature of power is that it changes those who hold it.,0.8,4,180,89,0.4944,0.4944,0.8603,0.9775,5.8872,16.36,0.0,0.0269,0.4125,0.0178
The nature of power is that it changes those who hold it.,1.0,0,172,81,0.4709,0.4709,0.883,0.9941,5.8603,13.23,0.0,0.0434,0.2875,0.0162
The nature of power is that it changes those who hold it.,1.0,1,175,81,0.4629,0.4629,0.9138,0.9884,5.8484,15.91,0.0,0.0251,0.2875,0.0162
The nature of power is that it changes those who hold it.,1.0,2,177,87,0.4915,0.4915,0.8693,0.9657,5.937,12.64,0.0,0.0323,0.475,0.0174
The nature of power is that it changes those who hold it.,1.0,3,170,89,0.5235,0.5235,0.9172,1.0,5.9492,9.44,0.0,0.0351,0.35,0.0178
The nature of power is that it changes those who hold it.,1.0,4,174,78,0.4483,0.4483,0.8555,0.9826,5.5894,14.5,0.0,0.0156,0.2875,0.0156
What is remembered depends on who survives to tell the story,0.8,0,160,83,0.5188,0.5188,0.8365,0.9241,5.7567,14.55,0.0,0.0368,0.5375,0.0166
What is remembered depends on who survives to tell the story,0.8,1,145,71,0.4897,0.4897,0.8194,0.965,5.2415,12.08,0.0,0.03,0.5375,0.0142
What is remembered depends on who survives to tell the story,0.8,2,132,76,0.5758,0.5758,0.8855,0.9923,5.4458,11.0,0.0,0.0367,0.4125,0.0152
What is remembered depends on who survives to tell the story,0.8,3,104,71,0.6827,0.6827,0.9515,1.0,5.6852,13.0,0.0,0.0446,0.35,0.0142
What is remembered depends on who survives to tell the story,0.8,4,175,67,0.3829,0.3829,0.7414,0.896,5.1762,17.5,0.0,0.0258,0.6,0.0134
What is remembered depends on who survives to tell the story,1.0,0,142,84,0.5915,0.5915,0.9291,1.0,5.7563,17.75,0.0,0.0415,0.35,0.0168
What is remembered depends on who survives to tell the story,1.0,1,158,93,0.5886,0.5886,0.9045,0.9808,6.0689,14.36,0.0,0.0213,0.35,0.0186
What is remembered depends on who survives to tell the story,1.0,2,164,95,0.5793,0.5793,0.9387,0.9938,6.139,10.93,0.0,0.0312,0.225,0.019
What is remembered depends on who survives to tell the story,1.0,3,158,87,0.5506,0.5506,0.9236,0.9936,5.9283,19.75,0.0,0.0312,0.2875,0.0174
What is remembered depends on who survives to tell the story,1.0,4,161,96,0.5963,0.5963,0.9375,1.0,6.0287,17.89,0.0,0.0301,0.35,0.0192
The merchant counted his coins and frowned at the total.,0.8,0,125,65,0.52,0.52,0.871,0.9756,5.1603,9.62,0.0,0.0374,0.475,0.013
The merchant counted his coins and frowned at the total.,0.8,1,108,64,0.5926,0.5926,0.9159,1.0,5.3736,5.4,0.0,0.0621,0.2875,0.0128
The merchant counted his coins and frowned at the total.,0.8,2,140,70,0.5,0.5,0.8273,0.9855,5.2313,8.24,0.0,0.0435,0.5125,0.014
The merchant counted his coins and frowned at the total.,0.8,3,109,56,0.5138,0.5138,0.9074,1.0,5.0749,4.74,0.0,0.0828,0.2875,0.0112
The merchant counted his coins and frowned at the total.,0.8,4,87,45,0.5172,0.5172,0.9535,0.9882,4.9863,2.9,0.0,0.1608,0.2875,0.009
The merchant counted his coins and frowned at the total.,1.0,0,113,55,0.4867,0.4867,0.9286,1.0,5.2506,4.91,0.0,0.085,0.325,0.011
The merchant counted his coins and frowned at the total.,1.0,1,112,73,0.6518,0.6518,0.9369,1.0,5.675,8.62,0.0,0.0484,0.2875,0.0146
The merchant counted his coins and frowned at the total.,1.0,2,116,70,0.6034,0.6034,0.9652,0.9912,5.6108,8.29,0.0,0.0667,0.225,0.014
The merchant counted his coins and frowned at the total.,1.0,3,108,66,0.6111,0.6111,0.9346,0.9906,5.566,12.0,0.0,0.0512,0.2875,0.0132
The merchant counted his coins and frowned at the total.,1.0,4,112,77,0.6875,0.6875,0.991,1.0,5.8495,9.33,0.0,0.0424,0.225,0.0154
She walked to the edge of the river and looked across.,0.8,0,107,65,0.6075,0.6075,0.9434,1.0,5.2969,6.69,0.0,0.0541,0.325,0.013
She walked to the edge of the river and looked across.,0.8,1,118,73,0.6186,0.6186,0.9402,1.0,5.6132,10.73,0.0,0.0483,0.2875,0.0146
She walked to the edge of the river and looked across.,0.8,2,135,63,0.4667,0.4667,0.8731,0.985,4.9063,15.0,0.0,0.035,0.45,0.0126
She walked to the edge of the river and looked across.,0.8,3,164,78,0.4756,0.4756,0.8221,0.9815,5.5852,18.22,0.0,0.0275,0.475,0.0156
She walked to the edge of the river and looked across.,0.8,4,123,66,0.5366,0.5366,0.9344,1.0,5.1303,10.25,0.0,0.0489,0.3875,0.0132
She walked to the edge of the river and looked across.,1.0,0,127,76,0.5984,0.5984,0.9286,1.0,5.5169,7.06,0.0,0.0391,0.3875,0.0152
She walked to the edge of the river and looked across.,1.0,1,115,77,0.6696,0.6696,0.9737,1.0,5.8437,6.76,0.0,0.047,0.325,0.0154
She walked to the edge of the river and looked across.,1.0,2,142,87,0.6127,0.6127,0.9504,0.9929,5.8103,8.35,0.0,0.036,0.2875,0.0174
She walked to the edge of the river and looked across.,1.0,3,123,76,0.6179,0.6179,0.9426,1.0,5.7363,9.46,0.0,0.0333,0.2875,0.0152
She walked to the edge of the river and looked across.,1.0,4,139,82,0.5899,0.5899,0.9203,1.0,5.7675,10.69,0.0,0.0349,0.2875,0.0164
The structure of the bridge relied on three main supports.,0.8,0,114,56,0.4912,0.4912,0.9204,1.0,5.0156,4.75,0.0,0.0871,0.5125,0.0112
The structure of the bridge relied on three main supports.,0.8,1,81,40,0.4938,0.4938,0.9125,1.0,4.6994,2.79,0.0,0.1962,0.4875,0.008
The structure of the bridge relied on three main supports.,0.8,2,101,60,0.5941,0.5941,0.94,1.0,5.219,10.1,0.0,0.0659,0.35,0.012
The structure of the bridge relied on three main supports.,0.8,3,106,50,0.4717,0.4717,0.8476,0.9904,4.8657,5.05,0.0,0.0803,0.575,0.01
The structure of the bridge relied on three main supports.,0.8,4,97,64,0.6598,0.6598,0.9792,1.0,5.4813,6.93,0.0,0.0694,0.225,0.0128
The structure of the bridge relied on three main supports.,1.0,0,127,75,0.5906,0.5906,0.9048,1.0,5.4958,9.07,0.0,0.042,0.4125,0.015
The structure of the bridge relied on three main supports.,1.0,1,106,76,0.717,0.717,0.9905,1.0,5.8502,7.07,0.0,0.0504,0.225,0.0152
The structure of the bridge relied on three main supports.,1.0,2,79,57,0.7215,0.7215,0.9872,1.0,5.5611,3.76,0.0,0.1307,0.325,0.0114
The structure of the bridge relied on three main supports.,1.0,3,126,79,0.627,0.627,0.96,1.0,5.6219,7.41,0.0,0.0487,0.3875,0.0158
The structure of the bridge relied on three main supports.,1.0,4,121,67,0.5537,0.5537,0.8833,0.9916,5.3172,13.44,0.0,0.0591,0.35,0.0134
