prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The envoy arrived at dawn with gifts from the northern court,0.8,3,147,81,0.551,0.551,0.8767,1.0,5.4284,9.8,0.0,0.0295,0.35,0.0162
The envoy arrived at dawn with gifts from the northern court,0.8,4,146,70,0.4795,0.4795,0.7931,0.9653,5.0085,13.27,0.0,0.029,0.6,0.014
The envoy arrived at dawn with gifts from the northern court,1.0,0,98,65,0.6633,0.6633,0.9794,1.0,5.6433,6.12,0.0,0.055,0.225,0.013
The envoy arrived at dawn with gifts from the northern court,1.0,1,126,69,0.5476,0.5476,0.88,1.0,5.2942,15.75,0.0,0.0329,0.4125,0.0138
The envoy arrived at dawn with gifts from the northern court,1.0,2,116,79,0.681,0.681,0.9652,1.0,5.851,7.73,0.0,0.0471,0.225,0.0158
The envoy arrived at dawn with gifts from the northern court,1.0,3,108,67,0.6204,0.6204,0.9346,1.0,5.5175,6.75,0.0,0.0443,0.2875,0.0134
The envoy arrived at dawn with gifts from the northern court,1.0,4,107,73,0.6822,0.6822,0.9717,1.0,5.5405,10.7,0.0,0.0391,0.2875,0.0146
The minister bowed and said the neighboring state was weak.,0.8,0,120,65,0.5417,0.5417,0.8655,0.9661,5.2708,13.33,0.0,0.0506,0.4125,0.013
The minister bowed and said the neighboring state was weak.,0.8,1,162,90,0.5556,0.5556,0.882,0.9875,5.6965,20.25,0.0,0.0211,0.5375,0.018
The minister bowed and said the neighboring state was weak.,0.8,2,137,65,0.4745,0.4745,0.8088,0.963,4.9748,8.56,0.0,0.0411,0.6,0.013
The minister bowed and said the neighboring state was weak.,0.8,3,168,81,0.4821,0.4821,0.8084,0.9518,5.4321,18.67,0.0,0.0213,0.6,0.0162
The minister bowed and said the neighboring state was weak.,0.8,4,176,70,0.3977,0.3977,0.7943,0.9713,5.4104,16.0,0.0,0.0257,0.5375,0.014
The minister bowed and said the neighboring state was weak.,1.0,0,155,92,0.5935,0.5935,0.9091,0.9869,6.0428,9.12,0.0,0.0333,0.2875,0.0184
The minister bowed and said the neighboring state was weak.,1.0,1,138,84,0.6087,0.6087,0.9343,0.9926,6.0271,17.25,0.0,0.0484,0.225,0.0168
The minister bowed and said the neighboring state was weak.,1.0,2,145,78,0.5379,0.5379,0.8889,1.0,5.4666,16.11,0.0,0.0266,0.575,0.0156
The minister bowed and said the neighboring state was weak.,1.0,3,161,99,0.6149,0.6149,0.9437,1.0,5.9845,10.73,0.0,0.0229,0.475,0.0198
The minister bowed and said the neighboring state was weak.,1.0,4,166,92,0.5542,0.5542,0.8909,0.9939,5.9561,11.86,0.0,0.0347,0.4125,0.0184
"In the third year of famine, the granaries stood nearly empt",0.8,0,87,60,0.6897,0.6897,0.9302,1.0,5.3756,14.5,0.0,0.0377,0.4125,0.012
"In the third year of famine, the granaries stood nearly empt",0.8,1,87,57,0.6552,0.6552,0.9651,1.0,5.4106,7.25,0.0,0.0583,0.325,0.0114
"In the third year of famine, the granaries stood nearly empt",0.8,2,93,57,0.6129,0.6129,0.8913,0.989,5.2431,8.45,0.0,0.068,0.4125,0.0114
"In the third year of famine, the granaries stood nearly empt",0.8,3,119,73,0.6134,0.6134,0.9407,1.0,5.6007,29.75,0.0,0.0313,0.4125,0.0146
"In the third year of famine, the granaries stood nearly empt",0.8,4,157,93,0.5924,0.5924,0.9231,0.9935,6.1318,17.44,0.0,0.034,0.2875,0.0186
"In the third year of famine, the granaries stood nearly empt",1.0,0,125,82,0.656,0.656,0.9516,1.0,5.944,10.42,0.0,0.0456,0.225,0.0164
"In the third year of famine, the granaries stood nearly empt",1.0,1,104,73,0.7019,0.7019,0.9709,1.0,5.7416,8.0,0.0,0.0474,0.2875,0.0146
"In the third year of famine, the granaries stood nearly empt",1.0,2,104,69,0.6635,0.6635,0.9806,1.0,5.6918,6.93,0.0,0.0468,0.225,0.0138
"In the third year of famine, the granaries stood nearly empt",1.0,3,84,67,0.7976,0.7976,1.0,1.0,5.8314,7.64,0.0,0.0728,0.1625,0.0134
"In the third year of famine, the granaries stood nearly empt",1.0,4,127,76,0.5984,0.5984,0.9286,0.992,5.7006,10.58,0.0,0.0407,0.35,0.0152
The emperor summoned his advisors to discuss the border thre,0.8,0,112,68,0.6071,0.6071,0.9369,1.0,5.466,12.44,0.0,0.0501,0.35,0.0136
The emperor summoned his advisors to discuss the border thre,0.8,1,108,66,0.6111,0.6111,0.9252,1.0,5.4418,7.71,0.0,0.04,0.2875,0.0132
The emperor summoned his advisors to discuss the border thre,0.8,2,88,60,0.6818,0.6818,0.9655,1.0,5.3984,5.87,0.0,0.0612,0.35,0.012
The emperor summoned his advisors to discuss the border thre,0.8,3,129,71,0.5504,0.5504,0.9141,0.9921,5.3416,10.75,0.0,0.0412,0.2875,0.0142
The emperor summoned his advisors to discuss the border thre,0.8,4,114,65,0.5702,0.5702,0.8938,1.0,5.0683,7.6,0.0,0.0496,0.475,0.013
The emperor summoned his advisors to discuss the border thre,1.0,0,121,78,0.6446,0.6446,0.9583,0.9916,5.7658,10.08,0.0,0.0426,0.225,0.0156
The emperor summoned his advisors to discuss the border thre,1.0,1,108,73,0.6759,0.6759,0.9533,1.0,5.6603,12.0,0.0,0.0353,0.45,0.0146
The emperor summoned his advisors to discuss the border thre,1.0,2,99,74,0.7475,0.7475,0.9592,1.0,5.8099,9.0,0.0,0.0498,0.2875,0.0148
The emperor summoned his advisors to discuss the border thre,1.0,3,143,81,0.5664,0.5664,0.8803,0.9929,5.5906,11.0,0.0,0.0366,0.4125,0.0162
The emperor summoned his advisors to discuss the border thre,1.0,4,129,85,0.6589,0.6589,0.9297,1.0,5.8402,10.75,0.0,0.032,0.4125,0.017
The ruler asked whether it was better to submit or resist.,0.8,0,151,84,0.5563,0.5563,0.8867,0.9866,5.703,8.88,0.0,0.0384,0.35,0.0168
The ruler asked whether it was better to submit or resist.,0.8,1,150,87,0.58,0.58,0.9329,0.9932,5.899,12.5,0.0,0.0394,0.35,0.0174
The ruler asked whether it was better to submit or resist.,0.8,2,167,82,0.491,0.491,0.8434,0.9818,5.5567,16.7,0.0,0.0264,0.5375,0.0164
The ruler asked whether it was better to submit or resist.,0.8,3,170,84,0.4941,0.4941,0.8639,0.9881,5.8355,12.14,0.0,0.0356,0.35,0.0168
The ruler asked whether it was better to submit or resist.,0.8,4,161,77,0.4783,0.4783,0.8313,0.956,5.5881,8.94,0.0,0.034,0.6,0.0154
The ruler asked whether it was better to submit or resist.,1.0,0,176,82,0.4659,0.4659,0.9086,0.9885,5.8981,19.56,0.0,0.0293,0.2875,0.0164
The ruler asked whether it was better to submit or resist.,1.0,1,175,96,0.5486,0.5486,0.9368,0.9942,6.0959,9.72,0.0,0.0291,0.2875,0.0192
The ruler asked whether it was better to submit or resist.,1.0,2,135,80,0.5926,0.5926,0.9254,0.9925,5.7146,11.25,0.0,0.0393,0.35,0.016
The ruler asked whether it was better to submit or resist.,1.0,3,157,81,0.5159,0.5159,0.8974,0.9935,5.8084,12.08,0.0,0.0364,0.2875,0.0162
The ruler asked whether it was better to submit or resist.,1.0,4,129,83,0.6434,0.6434,0.9297,0.9843,5.9156,8.6,0.0,0.0328,0.35,0.0166
The general surveyed the battlefield and considered his opti,0.8,0,122,70,0.5738,0.5738,0.9256,0.9917,5.4181,9.38,0.0,0.0312,0.4125,0.014
The general surveyed the battlefield and considered his opti,0.8,1,133,63,0.4737,0.4737,0.7955,0.9847,5.0453,12.09,0.0,0.0411,0.475,0.0126
The general surveyed the battlefield and considered his opti,0.8,2,107,70,0.6542,0.6542,0.934,1.0,5.506,8.23,0.0,0.0508,0.225,0.014
The general surveyed the battlefield and considered his opti,0.8,3,140,79,0.5643,0.5643,0.9281,0.9928,5.7002,12.73,0.0,0.0367,0.2875,0.0158
The general surveyed the battlefield and considered his opti,0.8,4,158,81,0.5127,0.5127,0.8981,0.9936,5.8432,19.75,0.0,0.0362,0.4125,0.0162
The general surveyed the battlefield and considered his opti,1.0,0,119,74,0.6218,0.6218,0.9492,1.0,5.5655,9.92,0.0,0.0438,0.325,0.0148
The general surveyed the battlefield and considered his opti,1.0,1,151,92,0.6093,0.6093,0.9467,0.9933,6.0133,13.73,0.0,0.0377,0.35,0.0184
The general surveyed the battlefield and considered his opti,1.0,2,150,86,0.5733,0.5733,0.9463,1.0,5.7568,15.0,0.0,0.0363,0.3875,0.0172
The general surveyed the battlefield and considered his opti,1.0,3,143,88,0.6154,0.6154,0.9507,1.0,5.8313,8.94,0.0,0.0305,0.2875,0.0176
The general surveyed the battlefield and considered his opti,1.0,4,155,93,0.6,0.6,0.8961,0.9869,5.989,14.09,0.0,0.0326,0.35,0.0186
"When the alliance collapsed, each kingdom looked to its own ",0.8,0,134,64,0.4776,0.4776,0.8872,0.9924,5.1979,11.17,0.0,0.0397,0.2875,0.0128
"When the alliance collapsed, each kingdom looked to its own ",0.8,1,152,72,0.4737,0.4737,0.8477,0.9867,5.3416,19.0,0.0,0.0348,0.35,0.0144
"When the alliance collapsed, each kingdom looked to its own ",0.8,2,167,78,0.4671,0.4671,0.8614,0.9758,5.7365,18.56,0.0,0.0408,0.4125,0.0156
"When the alliance collapsed, each kingdom looked to its own ",0.8,3,139,63,0.4532,0.4532,0.8406,0.9854,5.0752,8.18,0.0,0.0398,0.475,0.0126
"When the alliance collapsed, each kingdom looked to its own ",0.8,4,146,87,0.5959,0.5959,0.931,0.9931,5.8142,10.43,0.0,0.0373,0.35,0.0174
"When the alliance collapsed, each kingdom looked to its own ",1.0,0,132,83,0.6288,0.6288,0.9389,0.9923,5.916,11.0,0.0,0.0431,0.35,0.0166
"When the alliance collapsed, each kingdom looked to its own ",1.0,1,151,87,0.5762,0.5762,0.8933,0.9732,5.7455,11.62,0.0,0.0287,0.4125,0.0174
"When the alliance collapsed, each kingdom looked to its own ",1.0,2,139,80,0.5755,0.5755,0.913,0.9927,5.7427,10.69,0.0,0.0401,0.2875,0.016
"When the alliance collapsed, each kingdom looked to its own ",1.0,3,164,83,0.5061,0.5061,0.8528,0.9815,5.6215,13.67,0.0,0.0331,0.35,0.0166
"When the alliance collapsed, each kingdom looked to its own ",1.0,4,170,92,0.5412,0.5412,0.929,0.9881,6.1501,18.89,0.0,0.0464,0.35,0.0184
The nature of power is that it changes those who hold it.,0.8,0,174,86,0.4943,0.4943,0.8671,0.9709,5.8934,14.5,0.0,0.0321,0.35,0.0172
The nature of power is that it changes those who hold it.,0.8,1,164,87,0.5305,0.5305,0.8957,0.9877,5.9382,10.93,0.0,0.0314,0.3875,0.0174
The nature of power is that it changes those who hold it.,0.8,2,180,80,0.4444,0.4444,0.8436,0.9831,5.5665,20.0,0.0,0.0277,0.6375,0.016
The nature of power is that it changes those who hold it.,0.8,3,183,76,0.4153,0.4153,0.8681,0.9834,5.7385,30.5,0.0,0.0257,0.35,0.0152
The nature of power is that it changes those who hold it.,0.8,4,174,78,0.4483,0.4483,0.8497,0.9884,5.617,17.4,0.0,0.0254,0.4125,0.0156
The nature of power is that it changes those who hold it.,1.0,0,163,109,0.6687,0.6687,0.9568,0.9938,6.3811,9.59,0.0,0.0315,0.2875,0.0218
The nature of power is that it changes those who hold it.,1.0,1,149,87,0.5839,0.5839,0.973,1.0,5.9445,13.55,0.0,0.0313,0.225,0.0174
The nature of power is that it changes those who hold it.,1.0,2,169,91,0.5385,0.5385,0.9226,0.988,5.9889,12.07,0.0,0.0319,0.3875,0.0182
The nature of power is that it changes those who hold it.,1.0,3,154,90,0.5844,0.5844,0.9216,0.9934,6.0405,12.83,0.0,0.0442,0.2875,0.018
The nature of power is that it changes those who hold it.,1.0,4,168,83,0.494,0.494,0.9102,1.0,5.8486,11.2,0.0,0.0383,0.45,0.0166
What is remembered depends on who survives to tell the story,0.8,0,160,72,0.45,0.45,0.7736,0.9684,4.9624,14.55,0.0,0.0275,0.6,0.0144
What is remembered depends on who survives to tell the story,0.8,1,152,65,0.4276,0.4276,0.7881,0.9733,5.0665,11.69,0.0,0.0369,0.5375,0.013
What is remembered depends on who survives to tell the story,0.8,2,154,74,0.4805,0.4805,0.8366,0.9605,5.5552,19.25,0.0,0.0323,0.4125,0.0148
What is remembered depends on who survives to tell the story,0.8,3,149,74,0.4966,0.4966,0.8176,0.9728,5.4939,16.56,0.0,0.0321,0.6,0.0148
What is remembered depends on who survives to tell the story,0.8,4,149,82,0.5503,0.5503,0.8986,0.9932,5.7574,11.46,0.0,0.0464,0.2875,0.0164
What is remembered depends on who survives to tell the story,1.0,0,163,78,0.4785,0.4785,0.8889,0.9938,5.6919,9.59,0.0,0.0507,0.5125,0.0156
What is remembered depends on who survives to tell the story,1.0,1,140,85,0.6071,0.6071,0.9209,0.9928,5.8708,10.0,0.0,0.0351,0.35,0.017
What is remembered depends on who survives to tell the story,1.0,2,137,91,0.6642,0.6642,0.9853,1.0,6.0707,15.22,0.0,0.042,0.225,0.0182
What is remembered depends on who survives to tell the story,1.0,3,162,96,0.5926,0.5926,0.9193,0.975,6.1047,10.12,0.0,0.0354,0.35,0.0192
What is remembered depends on who survives to tell the story,1.0,4,105,75,0.7143,0.7143,0.9904,1.0,5.7166,7.5,0.0,0.0612,0.225,0.015
The merchant counted his coins and frowned at the total.,0.8,0,105,59,0.5619,0.5619,0.8846,0.9806,5.072,10.5,0.0,0.0432,0.35,0.0118
The merchant counted his coins and frowned at the total.,0.8,1,104,62,0.5962,0.5962,0.9417,1.0,5.268,8.0,0.0,0.0621,0.2875,0.0124
The merchant counted his coins and frowned at the total.,0.8,2,106,64,0.6038,0.6038,0.9238,1.0,5.2839,7.57,0.0,0.0531,0.2875,0.0128
The merchant counted his coins and frowned at the total.,0.8,3,165,80,0.4848,0.4848,0.7927,0.9509,5.2874,11.79,0.0,0.0265,0.6,0.016
The merchant counted his coins and frowned at the total.,0.8,4,133,69,0.5188,0.5188,0.8712,0.9771,5.3775,10.23,0.0,0.0407,0.35,0.0138
The merchant counted his coins and frowned at the total.,1.0,0,120,74,0.6167,0.6167,0.9412,1.0,5.6585,8.57,0.0,0.042,0.35,0.0148
The merchant counted his coins and frowned at the total.,1.0,1,128,83,0.6484,0.6484,0.9685,1.0,5.9415,8.0,0.0,0.035,0.2875,0.0166
The merchant counted his coins and frowned at the total.,1.0,2,123,74,0.6016,0.6016,0.8852,1.0,5.5073,8.2,0.0,0.0405,0.5375,0.0148
The merchant counted his coins and frowned at the total.,1.0,3,127,85,0.6693,0.6693,0.9683,1.0,5.8224,6.68,0.0,0.0471,0.225,0.017
The merchant counted his coins and frowned at the total.,1.0,4,99,65,0.6566,0.6566,0.9388,1.0,5.6253,11.0,0.0,0.0474,0.35,0.013
She walked to the edge of the river and looked across.,0.8,0,113,69,0.6106,0.6106,0.9286,1.0,5.3889,8.07,0.0,0.046,0.35,0.0138
She walked to the edge of the river and looked across.,0.8,1,81,65,0.8025,0.8025,0.975,1.0,5.7521,5.4,0.0,0.0671,0.225,0.013
She walked to the edge of the river and looked across.,0.8,2,90,59,0.6556,0.6556,0.9663,1.0,5.2957,8.18,0.0,0.0662,0.225,0.0118
She walked to the edge of the river and looked across.,0.8,3,108,65,0.6019,0.6019,0.9346,1.0,5.4048,8.31,0.0,0.0513,0.4125,0.013
She walked to the edge of the river and looked across.,0.8,4,76,57,0.75,0.75,1.0,1.0,5.4958,7.6,0.0,0.0584,0.1625,0.0114
She walked to the edge of the river and looked across.,1.0,0,111,69,0.6216,0.6216,0.9545,1.0,5.3975,9.25,0.0,0.0468,0.3875,0.0138
She walked to the edge of the river and looked across.,1.0,1,137,78,0.5693,0.5693,0.9265,0.9926,5.6456,12.45,0.0,0.0441,0.225,0.0156
She walked to the edge of the river and looked across.,1.0,2,141,91,0.6454,0.6454,0.9714,1.0,5.9718,10.07,0.0,0.0355,0.2875,0.0182
She walked to the edge of the river and looked across.,1.0,3,100,73,0.73,0.73,0.9798,1.0,5.8149,10.0,0.0,0.0406,0.225,0.0146
She walked to the edge of the river and looked across.,1.0,4,89,67,0.7528,0.7528,0.9886,1.0,5.7833,6.36,0.0,0.0578,0.225,0.0134
The structure of the bridge relied on three main supports.,0.8,0,118,68,0.5763,0.5763,0.9145,0.9914,5.2962,8.43,0.0,0.0472,0.2875,0.0136
The structure of the bridge relied on three main supports.,0.8,1,109,58,0.5321,0.5321,0.9074,1.0,5.1133,6.81,0.0,0.0747,0.575,0.0116
The structure of the bridge relied on three main supports.,0.8,2,68,38,0.5588,0.5588,0.8657,0.9545,4.782,1.79,0.0,0.192,0.3875,0.0076
The structure of the bridge relied on three main supports.,0.8,3,155,73,0.471,0.471,0.8052,0.9869,5.2051,10.33,0.0,0.0391,0.7,0.0146
The structure of the bridge relied on three main supports.,0.8,4,138,69,0.5,0.5,0.8467,0.9926,5.0676,11.5,0.0,0.0311,0.5375,0.0138
The structure of the bridge relied on three main supports.,1.0,0,142,85,0.5986,0.5986,0.922,1.0,5.8108,8.88,0.0,0.0425,0.35,0.017
The structure of the bridge relied on three main supports.,1.0,1,115,71,0.6174,0.6174,0.9211,1.0,5.4546,8.21,0.0,0.0357,0.35,0.0142
The structure of the bridge relied on three main supports.,1.0,2,138,88,0.6377,0.6377,0.9343,1.0,5.9354,15.33,0.0,0.0446,0.3875,0.0176
The structure of the bridge relied on three main supports.,1.0,3,94,63,0.6702,0.6702,0.957,1.0,5.6312,3.92,0.0,0.0959,0.225,0.0126
The structure of the bridge relied on three main supports.,1.0,4,148,81,0.5473,0.5473,0.8639,0.9726,5.5562,11.38,0.0,0.0387,0.5375,0.0162
